"Raf","Mek","Plcg","PIP2","PIP3","Erk","Akt","PKC","P38","Jnk"
-40.2291292949198,-10.8560967432471,-11.4657242489948,-160.689463585118,-26.3883324870315,2.80177910767583,1.56819619953346,-17.8842392365036,-25.9183959310558,-9.96989894432477
-37.7409658140334,10.1321276629868,-10.64910300221,-151.50994107622,-21.7905966221288,4.34825020189939,1.96751022744291,-17.7193539279425,-22.1508360657238,-11.4500179381022
-38.9061091238949,-14.3431435901043,-12.2700076204582,46.6960616550941,-20.8858419384245,-0.119339095970547,-4.45104923116535,6.7993869240792,16.5342882170792,-11.1497680511696
-50.2313241389355,-15.2606809361259,-14.5075038242636,-167.522424078835,-44.5753506759489,-20.8519345048354,-37.441197704578,-17.18640376466,-14.772955701583,-9.89499782768787
-45.8646786661385,-23.506180035558,-10.4345717110907,-149.545616392048,-28.7056531205255,-6.53771702151247,-18.7570514869642,-12.4503666260111,-17.0870629612666,-9.43080924672217
-47.7625528864429,-19.1281129592448,-14.1657734482646,85.4745063704278,-2.64063400777809,-14.2547386157551,-31.1276497557748,-15.3503886087419,-26.6147630418884,-1.16264770058354
-22.3872901349473,-9.9885721731161,4.71126477733483,-138.327335360015,-37.3138040068756,-13.6504210823069,-31.5595209864929,6.08322048480891,17.3041525539284,-1.76123762432093
-41.246302911567,-10.4054281924372,-7.72634308648116,46.2857614549778,-41.8739543893184,-25.415344346785,-49.583804398525,-8.36983959212779,-20.2522282133217,-0.465450004042124
-16.1827200645319,-12.3143859323895,-7.51144907740978,33.3906728339275,-12.0995399557629,-8.25318897591667,-17.5951993623177,-3.91055695912608,-7.78047459766273,4.13951203647691
-37.9406818351693,-13.9730788071958,-7.29090403882809,-52.0035972728495,-12.9723703345959,1.58915789339796,2.2130323027779,-4.38918066185941,-4.45119298164577,5.34093996180613
-13.966342725445,-17.8601847034498,-11.1250542889316,-11.9489588786461,-13.4044826175207,-21.6842537586444,-52.4069941687495,-15.0406229073186,-26.6935748395282,-12.3060033251072
-9.33642499406006,-5.92544670183966,-13.2560869669469,33.1999497201045,-15.0978034189838,-24.6563434866046,-58.4449705510802,-17.1645345675739,-26.0563764422574,-13.2456522934638
-27.6214939578836,-9.40270288563546,-7.87678972652334,28.0120916506632,-33.1165209689923,2.04534423076168,-1.50034415300248,-14.8089171449178,-6.69877560767334,15.9386195831461
-41.4719053009587,10.570987122415,-9.57195311660001,-136.843365355584,-6.98312497630783,-4.81510440903909,-12.4902260646558,-12.7084754461941,-15.5627836213192,-8.04962525863669
-11.7321389025088,-7.54605399093039,-6.97699978507339,-74.9883858893239,2.69823434459604,1.29998092828703,-21.14617100224,-17.098485277592,-20.8406466779266,71.5341394674257
-19.7763904619,-10.1821881435569,21.7254036892745,184.671368585725,112.468196119101,-15.5959758832278,-25.6049744646188,-7.99844131213027,-10.1152465166829,13.3378163751485
-43.7080677255015,-23.2649376932729,-0.463130254139063,-142.740227570881,-32.9919551031871,7.79613285843366,3.98709864418814,-1.5604227428058,14.2276998534753,29.8399106656313
-6.53145678486453,-11.3036953509878,-0.42168879718746,-9.1348387497145,-22.7782570858487,-9.17001726162021,-11.4687512246595,-17.9504788596005,-26.5575373317828,-4.5293694220152
-37.8435772828422,-0.11026447457131,-8.41326651378449,-53.5916600441868,-32.7987475084789,-9.264453858895,-12.1149592720858,-8.31576681712247,-5.67962055052891,-12.010446315701
-17.2665974538671,-9.02321762771406,-4.55898314232114,-72.7471852843989,-29.1012380570859,8.45666434475116,13.9042861586138,-17.3693929777053,-26.2823046986638,-10.1905772088562
-55.9529589478,-17.4429249984646,-9.87371629211222,-46.0176491678159,-2.66270932497632,-7.92664544707319,-15.634337983665,-15.5852568502711,-9.74855435490217,60.0361921100865
-4.31618611079197,-8.39690763576453,-2.70381975224447,-80.7917282781521,-10.3346340497704,-9.58288701544807,-22.2058319297329,-13.4898346764289,-19.848296685018,-9.89233236707333
-15.003043857274,15.6360640267806,-11.3183592432421,73.7496086969332,-17.428294471498,-15.4030060792747,-34.2639112078772,-5.42151354039999,-3.91146430794735,-1.66199918449652
12.1521366256065,-4.68965718548057,-2.99235369565799,537.496675565242,48.4052147279413,3.47922172621339,6.88624117907401,-12.6318161071044,-16.5753503148598,1.83976192340952
-43.0079828160275,-19.5539267185181,-1.9184873030092,-118.50748543563,-15.5263699566654,-3.45750650936487,-16.5833281315996,-15.3841660526769,-25.6493901934795,-6.4218980397857
-39.0183145313466,10.2292763115574,9.94377171181493,-110.293501774629,-15.2719175075764,7.9398636745532,3.17316949719615,-17.7421577235716,-21.4007049547122,-10.2290362394384
-33.7846786661385,-11.246180035558,-7.03457171109066,-157.185616392048,-26.2056531205255,-9.13771702151246,-11.7570514869642,-17.4003666260111,-26.5870629612666,-5.44080924672217
11.8127098650527,10.4114278268839,9.51126477733483,-102.527335360015,-41.2538040068756,37.4495789176931,46.8604790135071,-12.2767795151911,7.60415255392836,39.9387623756791
-52.4968284145582,-16.7845097646946,-2.47041953768,63.0894449158624,6.25238560887664,-19.0339794136814,-38.2600619370888,-10.7370577792295,-7.94005940495517,14.6317298434327
-41.7747158391575,-7.64518757020567,-3.19967264042654,-149.69868599167,32.8560829963309,-22.5123555291306,-40.4886444153072,-9.53880491132833,-8.1283012371571,-2.96282024156081
30.2093606195677,76.5374266801815,-5.07858256326316,-152.287226205224,6.410422238665,12.1623382094987,11.327818914884,5.92394768320503,52.3302619948768,54.9400356090976
2.55707558436002,-12.9996664401818,0.687774364109142,-126.546230302195,89.5032902131087,-2.7362778436964,-8.99434189720359,-14.7591635948275,-21.9574244293276,-3.9603392213013
-46.5272901349473,-5.1885721731161,-9.21873522266517,-149.127335360015,-17.1138040068756,-11.7004210823069,-28.4395209864929,-9.24677951519109,-9.99584744607164,-2.26123762432093
-27.9300661409861,-2.16148830745399,-11.0449640902703,-165.80123713048,-36.2885964961519,-12.6373045990216,-18.1979432506829,-12.6510157248816,-6.69023513633506,38.0390360613672
-39.1763904619,-12.4821881435569,-13.0545963107255,34.6713685857253,-26.2318038808988,-10.1659758832278,-33.7049744646188,-17.1484413121303,-21.1752465166829,-11.5721836248515
-20.7399440584931,-14.5414697980516,-7.62522020980461,9.27457460439312,1.49525253351339,-9.63630545920198,-18.7367770981277,11.2236792505645,20.7139130926007,8.43923835078881
18.9920171839725,-12.0539267185181,-13.5884873030092,172.79251456437,-15.8263699566654,-15.5275065093649,-23.2833281315996,-7.13416605267693,-6.50939019347948,-12.2618980397857
-17.072842147025,-13.5344044417919,-13.7811929578755,639.304861099054,60.4966110145717,-17.4441881157362,-23.7563655148729,-9.8052519345722,-12.5846228265985,-12.7506902529447
-21.3175767546704,6.96088532070166,6.90945554083842,16.2846701026135,3.19570536053285,-3.58559967804673,-17.6766399037095,-10.8692978111478,-15.8855988804657,-9.26073785045571
-35.0218628462217,-13.8185073902076,-4.54963164103508,62.3730057120418,9.19966759695304,9.55807590706165,25.2245605474503,-14.6253471011297,-22.0613286447966,-12.1105296113452
-33.2573724035623,-10.053834171506,-6.61976790068051,-135.178426761264,5.89287519166128,11.897489189733,2.12250263117642,-12.9306911754464,-12.5886490488008,-13.2508865926775
15.8111201517842,-5.60456177171251,-1.01901594183431,-138.224538647368,-14.4361057375836,11.3523191957974,26.5737221884078,-9.67015922586415,-11.3198827725522,56.1375902869713
-21.0248432033686,-18.6767040323378,-10.4866370671213,-131.247799194546,-40.5322947234517,13.2581035225672,13.1669957483744,-15.7481899465216,-26.5026661667249,-8.5901071834353
-4.32027313295317,-3.90251779161118,-4.78935092186595,-155.229791000604,-15.478030672339,14.2553356289574,11.0113173725496,-17.9519673904566,-26.557293318316,-1.25935752263746
-6.62120997901946,-4.00790935581808,-3.42859076314146,-89.5815645459664,-21.9982946814594,-15.6937480777398,-21.9548220776675,-10.9087438788347,26.6208674764047,334.739577483055
-0.796544435694105,-4.68971623487723,-7.34222057429811,-70.4042112807672,-7.72938810359046,-27.3730717221828,-58.7145398617538,-16.9568845131464,-26.7204163208771,-9.73731225665898
9.86723748073108,3.97510858023316,37.3362294470253,251.774301766302,78.5176674709762,1.27363070798259,5.49001402557616,23.9763146958095,46.7380704258147,6.14041638918541
6.21977724436081,-0.224765375139217,-8.94619862695744,-151.368467730974,-16.6784450639022,-15.2886713422179,-33.9991054896996,-7.7918039557714,0.234486709154675,148.735365103333
-11.2074148582993,-16.1643396588834,-10.7220893762454,64.6052021711106,-29.0899173815996,1.32430887363226,6.40771601907031,-15.3538195205108,-25.0701040253234,-3.95998223996899
-21.5912922476345,-6.17317135420799,-12.6596234411568,-135.332655947216,-30.0916154829225,4.23416219430009,7.60720154000183,-0.0626555390899705,7.62806587367555,-8.05007148530207
-39.6862508291418,-18.5831132708226,4.01770963573558,-138.217949240831,-36.9450723424528,-13.7738812664717,-17.2697268704446,-15.1829044192663,-14.8325503527816,69.2418490742657
-46.7023060805978,-25.4623269640751,-8.76267541421859,-14.9722194258241,-19.1606716033888,11.3015305681254,60.8862793912171,29.8913463720239,74.3536417662991,130.736299204486
-41.8985586963327,-10.1107607072475,18.5642839508835,155.834874755624,248.520384433093,17.6778653949141,22.9508371920857,-10.0415476744639,-12.2590014125836,-0.359440818281666
28.1344243016732,5.60318491124761,-6.77510034991577,-13.9626696037859,-21.4153889014437,-15.9578913163502,-23.5000011669568,-12.0363597991983,-20.6775555403393,3.23867908003486
-19.3747158391575,-13.9451875702057,-5.97967264042654,20.40131400833,-9.3439170036691,-15.0723555291306,-17.7886444153072,-17.5188049113283,-26.6283012371571,-7.34282024156082
-32.3321389025088,-20.8260539909304,-3.69699978507339,-157.788385889324,9.59823434459605,14.499980928287,67.35382899776,1.46151472240804,-0.290646677926549,10.5341394674257
-47.3621415433678,-21.1618029672953,-2.51061005818792,-153.970036623325,0.125969999537414,3.00571002404572,-5.13776784412153,-16.7208303074656,-14.4607550282426,-9.5644028588007
-54.5057402355568,-26.0673390855322,-6.18716570594644,64.3351475937154,-4.1020305043699,5.46792922772949,-7.17595393161815,12.0058168802911,98.4168412542024,224.739381143322
77.4970410522,18.8570750015354,5.50628370788778,523.982350832184,132.437290675024,2.37335455292681,-12.534337983665,-8.48525685027111,-8.04855435490217,-3.76380788991352
-34.4288453160557,-15.5613032134297,1.96247471438705,362.046880218252,104.529893800501,-13.5973132008258,-24.0862817251308,-8.00406597042052,-21.7687528469777,-0.35894104441644
-14.4790019307088,-17.3245802811149,43.6412401777,23.4896496177584,55.4600452327511,-1.77867994402219,-10.8874439641474,-4.44485420131027,-12.224031001488,6.8373879975497
-57.679644234475,-24.742182410045,-11.4153596077356,-161.519177188227,-44.5429351086019,-26.8297723422555,-51.2416739715034,6.79792269588913,36.0542062785748,71.5314502080557
22.7051594374904,20.879044944027,35.0469732059932,160.933851539455,83.4799696216069,-12.7376255731915,-26.641407409744,-17.675844916648,-26.6025578164089,-7.65156485720888
26.8790739998446,-12.6131158260007,0.959608200240427,-104.675220742596,-26.8800683939265,-8.99284038624119,-12.9093000023325,-17.9385706127516,-26.0294894395172,-4.15946461703715
-25.4921441842268,-2.85755194366012,-11.8242203313024,63.348312642673,-11.8462943455212,44.8114391198044,57.9706353139969,-0.203175337339159,-1.43086337855859,-1.66294518502712
-15.8076988371634,-9.55913318870076,-7.79028833962732,-133.10114163226,-30.2081436691325,-3.41659881786631,-8.33780605626467,-7.35399278659387,-12.1897471094014,2.93905986012265
-36.3307190081883,-9.37208634184351,-1.55600496816397,5.14333312752815,-3.71063421773947,0.704519385779852,-0.518560625565098,-17.7376189471766,-26.5924312575363,-8.64107103303252
-5.08104544178942,-1.47738535903827,12.7334745928892,117.120618256532,34.3883469214668,2.99043137818056,1.22113068699382,-14.9809205583241,-26.593529318137,-11.2111245802324
-14.4300661409861,-2.46148830745399,24.3650359097297,-107.41123713048,15.9914035038481,-3.26730459902155,3.90205674931708,-0.451015724881644,11.609764863665,-8.48096393863283
0.582224175939546,2.08710276563905,3.7658995285864,-129.988931565506,4.04306421952168,37.0198532626562,56.2074112451678,-3.13321438710194,-5.34233201149856,-8.74350445578107
8.13050709846005,-8.56040329508951,-8.54134561727753,-24.2352480557362,-1.42761523096887,11.1030525924582,20.6762945837501,3.47402086703168,-0.910732267546927,-9.81196348636328
7.20936061956771,3.33742668018153,9.76141743673683,58.6127737947759,-4.789577761335,-7.83766179050131,-13.572181085116,15.123947683205,13.8302619948768,10.5400356090976
-23.5126377959169,-1.44912393399955,16.4895836006056,262.241764235177,147.4937808457,-13.0710992479565,-11.6572229799871,-9.94664529887081,-4.28767299493357,-3.66083899516653
